Year,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,State
1981.0,792000.0,253.0,3.4,22.1,38.1,189.4,4765.9,966.0,3519.4,280.4,Montana
1982.0,801000.0,224.8,3.9,14.9,33.1,173.0,4108.4,843.8,3006.1,258.4,Montana
1983.0,817000.0,212.6,3.7,19.8,23.5,165.6,4431.8,908.2,3294.7,228.9,Montana
1984.0,824000.0,237.6,4.4,20.6,27.4,185.2,4415.0,858.0,3286.4,270.6,Montana
1985.0,826000.0,208.5,5.8,19.2,20.9,162.5,4340.8,827.5,3238.0,275.3,Montana
1986.0,819000.0,157.4,2.9,17.3,19.5,117.6,4321.5,792.6,3314.0,214.9,Montana
1987.0,809000.0,151.2,4.1,19.8,24.2,103.1,4448.2,806.1,3404.3,237.8,Montana
1988.0,804000.0,123.0,2.6,16.8,22.6,81.0,4144.0,703.6,3224.0,216.4,Montana
1989.0,806000.0,116.0,2.9,18.0,17.0,78.2,3881.5,691.7,2964.3,225.6,Montana
1990.0,799065.0,159.3,4.9,24.4,21.7,108.4,4342.8,709.1,3391.2,242.5,Montana
1991.0,808000.0,139.9,2.6,19.8,18.6,98.9,3508.3,523.6,2778.3,206.3,Montana
1992.0,824000.0,169.9,2.9,25.5,26.9,114.6,4426.2,643.9,3548.9,233.4,Montana
1993.0,839000.0,177.5,3.0,27.9,32.4,114.2,4612.5,714.2,3652.1,246.2,Montana
1994.0,856000.0,177.1,3.3,27.2,32.7,113.9,4841.7,721.7,3833.8,286.2,Montana
1995.0,870000.0,171.4,4.0,26.6,29.1,111.7,4626.0,581.6,3769.8,274.6,Montana
1996.0,879000.0,161.0,3.9,27.1,29.7,100.3,4332.7,558.4,3518.5,255.7,Montana
1997.0,879000.0,132.1,4.8,19.5,20.4,87.5,4276.7,569.1,3459.7,247.9,Montana
1998.0,880000.0,204.2,2.0,26.7,26.4,149.1,4155.0,519.9,3402.3,232.8,Montana
1999.0,882779.0,236.8,2.5,33.2,27.1,174.0,3296.7,439.1,2645.4,212.3,Montana
2000.0,902195.0,311.1,2.2,34.1,22.5,252.3,3568.9,437.4,2957.0,210.2,Montana
2001.0,905382.0,352.0,3.8,20.8,25.4,302.1,3332.8,405.4,2726.4,201.1,Montana
2002.0,910372.0,351.2,1.8,26.0,31.1,292.3,3158.2,361.3,2601.0,195.9,Montana
2003.0,918157.0,365.0,3.3,26.8,32.5,302.5,3096.2,405.4,2483.2,207.6,Montana
2004.0,926920.0,293.8,3.2,29.5,25.1,235.9,2936.1,379.2,2382.3,174.6,Montana
2005.0,934737.0,282.0,1.9,32.2,18.9,228.7,3146.0,389.6,2546.0,211.0,Montana
2006.0,944632.0,377.3,3.5,36.8,24.7,312.3,2856.8,357.8,2292.9,206.1,Montana
2007.0,957861.0,379.8,2.8,37.9,24.3,314.8,2906.2,362.9,2329.7,213.6,Montana
2008.0,967440.0,311.4,4.1,37.0,21.1,249.2,2718.5,381.3,2153.5,183.7,Montana
2009.0,974989.0,287.0,3.3,36.6,23.4,223.7,2546.3,378.1,2002.9,165.3,Montana
2010.0,990958.0,275.8,2.5,33.5,15.5,224.2,2564.1,372.6,2035.0,156.5,Montana
2011.0,997667.0,276.1,2.9,36.7,17.1,219.4,2394.1,335.5,1913.4,145.2,Montana
2012.0,1005141.0,272.2,2.7,37.7,19.0,212.8,2583.7,387.4,2028.3,168.0,Montana
1960.0,1411330.0,41.8,2.3,4.2,17.9,17.4,1177.8,231.5,820.9,125.4,Nebraska
1961.0,1431000.0,41.0,2.4,3.3,16.4,18.9,1240.8,260.7,864.6,115.6,Nebraska
1962.0,1484000.0,42.9,1.5,6.3,18.5,16.6,1249.1,262.4,865.6,121.0,Nebraska
1963.0,1460000.0,40.5,2.0,7.0,15.5,16.0,1390.5,293.8,971.3,125.4,Nebraska
1964.0,1480000.0,52.4,2.3,5.7,20.7,23.7,1549.3,326.5,1074.0,148.8,Nebraska
1965.0,1477000.0,57.7,2.4,5.1,21.9,28.2,1774.1,384.8,1226.5,162.8,Nebraska
1966.0,1456000.0,64.6,1.8,6.7,24.9,31.3,1861.0,420.1,1267.0,173.8,Nebraska
1967.0,1435000.0,113.2,2.7,8.2,38.7,63.6,1979.6,491.7,1299.7,188.2,Nebraska
1968.0,1437000.0,146.3,2.3,7.2,49.6,87.3,2261.7,507.4,1451.8,302.4,Nebraska
1969.0,1449000.0,158.9,2.5,6.8,51.8,97.8,2292.4,482.3,1525.6,284.5,Nebraska
1970.0,1483791.0,184.1,3.0,9.3,57.3,114.5,2368.9,504.5,1572.5,291.9,Nebraska
1971.0,1512000.0,155.8,2.6,14.0,36.0,103.2,2383.1,551.4,1577.1,254.6,Nebraska
1972.0,1525000.0,173.0,2.9,13.9,52.7,103.5,2455.5,556.7,1637.2,261.6,Nebraska
1973.0,1542000.0,185.4,4.3,16.5,62.5,102.1,2625.8,637.4,1685.7,302.7,Nebraska
1974.0,1543000.0,239.6,3.6,18.9,91.0,126.2,3104.7,773.8,2053.5,277.5,Nebraska
1975.0,1546000.0,257.8,4.3,19.2,90.4,143.9,3356.2,760.2,2365.0,231.0,Nebraska
1976.0,1553000.0,210.5,2.9,20.5,63.0,124.1,3351.4,684.2,2433.7,233.5,Nebraska
1977.0,1561000.0,199.4,3.9,18.1,64.7,112.7,3325.2,760.0,2316.1,249.1,Nebraska
1978.0,1565000.0,190.5,3.0,18.3,64.9,104.4,3250.7,746.8,2287.2,216.8,Nebraska
1979.0,1574000.0,225.9,4.1,21.5,73.5,126.8,3767.2,813.5,2680.7,272.9,Nebraska
1980.0,1563921.0,224.6,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6,Nebraska
1981.0,1576000.0,181.5,3.1,20.5,70.7,87.2,3996.0,912.6,2875.9,207.5,Nebraska
1982.0,1586000.0,229.6,2.0,20.7,61.9,145.0,3721.2,811.3,2732.1,177.9,Nebraska
1983.0,1597000.0,217.7,2.6,21.2,49.8,144.0,3569.9,777.0,2631.6,161.4,Nebraska
1984.0,1606000.0,225.8,3.4,23.7,43.2,155.6,3270.6,643.8,2482.9,144.0,Nebraska
1985.0,1606000.0,237.9,2.9,23.4,48.5,163.1,3456.7,730.4,2570.2,156.0,Nebraska
1986.0,1598000.0,262.6,3.1,24.6,51.1,183.7,3593.1,748.2,2677.3,167.6,Nebraska
1987.0,1594000.0,251.2,3.5,21.6,47.1,179.0,3880.4,847.9,2866.5,165.9,Nebraska
1988.0,1601000.0,273.2,3.6,24.0,56.1,189.4,3866.8,765.2,2912.8,188.8,Nebraska
1989.0,1611000.0,279.5,2.5,23.6,52.0,201.4,3812.1,745.5,2880.4,186.2,Nebraska
1990.0,1578385.0,330.0,2.7,30.0,51.1,246.2,3883.1,723.8,2981.1,178.2,Nebraska
1991.0,1593000.0,334.6,3.3,28.1,54.0,249.2,4019.5,726.6,3080.4,212.6,Nebraska
1992.0,1606000.0,348.6,4.2,31.4,56.7,256.2,3975.5,714.6,3060.0,200.8,Nebraska
1993.0,1607000.0,377.8,3.9,27.8,62.4,283.6,3903.2,663.5,2912.9,326.8,Nebraska
1994.0,1623000.0,389.5,3.1,30.8,75.4,280.2,4050.9,675.5,2991.2,384.2,Nebraska
1995.0,1637000.0,382.0,2.9,19.4,65.2,294.5,4162.5,631.9,3179.2,351.4,Nebraska
1996.0,1652000.0,434.7,2.9,27.1,63.7,341.1,4001.8,614.5,3045.7,342.0,Nebraska
1997.0,1657000.0,438.4,3.0,24.5,66.2,344.7,3845.3,592.2,2918.7,334.4,Nebraska
1998.0,1663000.0,451.4,3.1,25.1,77.6,345.7,3953.8,634.0,2971.7,348.0,Nebraska
1999.0,1666028.0,430.2,3.6,24.8,75.9,325.9,3678.0,609.7,2741.8,326.5,Nebraska
2000.0,1711263.0,327.6,3.7,25.5,67.0,231.4,3767.9,592.0,2870.3,305.6,Nebraska
2001.0,1720039.0,303.1,2.5,25.1,65.6,210.0,4009.4,567.4,3064.6,377.3,Nebraska
2002.0,1727564.0,314.2,2.8,26.9,78.7,205.9,3946.5,597.9,2977.6,371.0,Nebraska
2003.0,1737475.0,293.8,3.2,29.0,67.1,194.5,3751.9,583.2,2815.8,352.9,Nebraska
2004.0,1747704.0,308.6,2.3,35.5,65.1,205.7,3519.6,562.2,2654.9,302.5,Nebraska
2005.0,1758163.0,287.0,2.5,33.0,59.2,192.6,3432.0,535.1,2580.0,317.0,Nebraska
2006.0,1768331.0,293.9,2.9,32.6,64.2,194.1,3359.7,539.2,2528.4,292.1,Nebraska
2007.0,1774571.0,311.3,4.0,31.0,62.8,213.5,3142.4,509.1,2337.7,295.6,Nebraska
2008.0,1783432.0,312.3,3.9,33.7,72.7,202.0,2879.3,489.6,2152.8,236.9,Nebraska
2009.0,1796619.0,289.4,2.3,34.3,67.9,184.8,2768.0,485.7,2087.0,195.3,Nebraska
2010.0,1830141.0,278.3,3.0,36.8,55.7,182.8,2667.9,454.5,2016.0,197.4,Nebraska
2011.0,1842234.0,253.6,3.7,37.9,53.9,158.1,2762.6,473.6,2066.0,223.0,Nebraska
2012.0,1855525.0,259.4,2.9,38.3,60.9,157.4,2754.9,470.8,2060.7,223.5,Nebraska
1960.0,285278.0,145.8,8.8,12.6,74.0,50.5,3294.7,913.5,1989.3,391.9,Nevada
1961.0,299000.0,183.6,7.0,8.0,106.0,62.5,3436.8,911.0,2052.2,473.6,Nevada
1962.0,335000.0,212.2,8.1,19.7,106.6,77.9,3496.1,886.9,2105.7,503.6,Nevada
1963.0,368000.0,205.2,7.9,16.3,118.8,62.2,4385.1,1147.0,2565.5,672.6,Nevada
1964.0,408000.0,240.9,7.8,13.2,109.8,110.0,4015.0,1082.4,2415.7,516.9,Nevada
1965.0,440000.0,216.6,8.4,15.5,97.5,95.2,3537.5,878.0,2222.5,437.0,Nevada
1966.0,454000.0,217.4,10.6,11.5,96.9,98.5,3407.9,931.5,2091.2,385.2,Nevada
1967.0,444000.0,247.7,10.8,14.4,117.8,104.7,4056.3,1066.2,2513.3,476.8,Nevada
1968.0,453000.0,278.4,5.5,17.4,142.8,112.6,4183.7,1282.1,2451.9,449.7,Nevada
1969.0,457000.0,359.3,9.0,20.6,170.9,158.9,4786.4,1366.5,2859.7,560.2,Nevada
1970.0,488738.0,398.6,8.8,19.6,188.4,181.7,5365.2,1660.6,3044.0,660.7,Nevada
1971.0,507000.0,372.2,11.4,26.6,171.2,162.9,5089.3,1505.9,2977.1,606.3,Nevada
1972.0,527000.0,429.6,13.5,34.0,190.1,192.0,5420.5,1757.5,3099.6,563.4,Nevada
1973.0,548000.0,572.1,12.2,46.0,262.0,251.8,6060.0,2149.8,3299.1,611.1,Nevada
1974.0,573000.0,682.4,14.8,45.2,277.8,344.5,7144.7,2452.5,4086.0,606.1,Nevada
1975.0,592000.0,678.7,13.0,47.1,302.5,316.0,7474.2,2447.1,4517.1,510.0,Nevada
1976.0,610000.0,691.0,11.5,47.2,294.9,337.4,7615.1,2392.5,4717.4,505.2,Nevada
1977.0,633000.0,743.0,15.8,49.1,323.1,355.0,7225.0,2453.1,4212.6,559.2,Nevada
1978.0,660000.0,780.8,15.5,53.9,359.5,351.8,7506.1,2659.2,4245.2,601.7,Nevada
1979.0,702000.0,835.6,17.5,59.5,407.5,351.0,7996.0,2820.4,4471.2,704.4,Nevada
1980.0,800312.0,912.6,20.0,67.2,460.6,364.9,7941.4,2906.7,4356.3,678.4,Nevada
1981.0,845000.0,896.4,17.5,64.9,458.0,356.1,7695.5,2727.3,4373.4,594.8,Nevada
1982.0,881000.0,805.4,13.6,61.5,419.6,310.7,7095.6,2412.7,4117.9,564.9,Nevada
1983.0,891000.0,655.2,12.8,51.3,307.2,284.0,6046.1,2011.4,3563.3,471.4,Nevada
1984.0,911000.0,628.5,10.8,60.7,279.0,278.0,5932.5,1978.4,3458.6,495.5,Nevada
1985.0,936000.0,667.1,10.3,60.3,274.9,321.7,5907.5,1849.6,3561.5,496.4,Nevada
1986.0,963000.0,718.9,12.6,64.9,286.9,354.5,5570.8,1603.9,3489.2,477.7,Nevada
1987.0,1007000.0,695.7,8.4,61.8,272.5,353.0,5675.7,1629.4,3491.3,555.0,Nevada
1988.0,1060000.0,780.7,10.5,73.8,291.2,405.2,5672.5,1544.9,3528.4,599.2,Nevada
1989.0,1111000.0,625.3,8.2,59.6,250.6,306.9,5646.4,1404.8,3662.1,579.6,Nevada
1990.0,1201833.0,600.9,9.7,62.2,238.3,290.7,5462.7,1367.4,3502.7,592.5,Nevada
1991.0,1284000.0,677.0,11.8,66.0,312.5,286.7,5621.7,1403.9,3565.5,652.3,Nevada
1992.0,1327000.0,696.8,10.9,62.8,331.3,291.8,5506.9,1289.2,3520.3,697.4,Nevada
1993.0,1389000.0,875.2,10.4,60.9,340.1,463.9,5304.9,1245.0,3321.6,738.3,Nevada
1994.0,1457000.0,1001.9,11.7,68.7,352.4,569.1,5675.6,1354.5,3561.6,759.4,Nevada
1995.0,1530000.0,945.2,10.7,61.2,324.6,548.7,5634.2,1322.5,3566.2,745.4,Nevada
1996.0,1603000.0,811.3,13.7,53.4,307.6,436.6,5180.7,1220.1,3262.3,698.3,Nevada
1997.0,1677000.0,798.7,11.2,59.9,302.4,425.3,5265.8,1310.4,3167.1,788.3,Nevada
1998.0,1747000.0,643.6,9.7,52.1,254.9,326.8,4636.9,1137.6,2711.3,788.0,Nevada
1999.0,1809253.0,569.9,9.1,52.1,232.6,276.0,4083.1,973.5,2385.9,723.7,Nevada
2000.0,1998257.0,524.2,6.5,43.0,227.3,247.3,3744.4,877.1,2208.2,659.2,Nevada
2001.0,2097722.0,589.2,8.6,42.1,235.1,303.4,3693.8,844.3,2148.7,700.9,Nevada
2002.0,2167455.0,639.3,8.4,42.8,236.1,352.0,3870.7,874.3,2189.6,806.8,Nevada
2003.0,2242207.0,616.0,8.8,38.8,233.0,335.4,4287.2,979.3,2378.1,929.8,Nevada
2004.0,2332898.0,616.4,7.4,40.9,210.3,357.8,4210.0,992.0,2247.8,970.3,Nevada
2005.0,2412301.0,608.0,8.5,42.1,194.9,361.9,4246.0,973.4,2156.0,1116.0,Nevada
2006.0,2495529.0,748.8,9.1,43.8,282.0,414.0,4100.9,997.9,2020.8,1082.2,Nevada
2007.0,2565382.0,754.9,7.5,42.7,270.4,434.2,3785.7,971.0,1942.9,871.7,Nevada
2008.0,2600167.0,729.7,6.3,42.5,249.4,431.4,3461.5,932.8,1915.8,613.0,Nevada
2009.0,2643085.0,705.2,5.9,38.7,228.1,432.5,3063.7,836.7,1757.9,469.1,Nevada
2010.0,2704283.0,663.0,5.8,35.7,195.9,425.5,2773.5,824.1,1572.8,376.6,Nevada
2011.0,2720028.0,568.1,5.1,33.6,158.4,371.0,2576.3,747.9,1476.3,352.1,Nevada
2012.0,2758931.0,607.6,4.5,33.7,178.3,391.1,2809.4,801.8,1644.6,363.1,Nevada
1960.0,606921.0,13.3,1.3,4.1,3.0,4.9,676.4,182.6,436.0,57.8,New Hampshire
1961.0,621000.0,14.3,0.6,3.1,3.4,7.2,791.0,253.3,464.4,73.3,New Hampshire
1962.0,632000.0,28.2,2.4,3.5,3.5,18.8,971.5,281.8,604.6,85.1,New Hampshire
1963.0,627000.0,26.2,3.2,4.8,6.9,11.3,905.3,279.3,534.9,91.1,New Hampshire
1964.0,654000.0,22.8,0.9,3.8,6.6,11.5,943.9,279.4,580.6,83.9,New Hampshire
1965.0,669000.0,23.3,2.7,2.1,6.9,11.7,1028.4,316.4,624.2,87.7,New Hampshire
1966.0,681000.0,38.0,1.9,4.4,10.3,21.4,1100.0,349.8,647.7,102.5,New Hampshire
1967.0,686000.0,31.8,2.0,3.4,6.1,20.3,1086.7,342.6,632.4,111.8,New Hampshire
1968.0,702000.0,39.7,1.4,2.7,10.3,25.4,1258.1,371.1,745.7,141.3,New Hampshire
1969.0,717000.0,45.3,2.5,4.0,10.5,28.3,1465.3,463.3,858.7,143.2,New Hampshire
1970.0,737681.0,56.0,2.0,6.0,12.1,35.9,1666.2,565.6,928.6,172.0,New Hampshire
1971.0,762000.0,76.1,2.2,8.3,16.1,49.5,1997.1,666.9,1146.2,184.0,New Hampshire
1972.0,771000.0,63.7,1.7,7.0,13.4,41.6,1927.5,596.6,1206.1,124.8,New Hampshire
1973.0,791000.0,82.0,2.1,9.5,13.3,57.1,2247.3,685.0,1373.3,189.0,New Hampshire
1974.0,808000.0,91.5,3.5,8.4,25.9,53.7,3052.5,820.4,1973.0,259.0,New Hampshire
1975.0,818000.0,99.8,2.9,8.7,28.9,59.3,3246.8,853.1,2135.7,258.1,New Hampshire
1976.0,822000.0,86.3,3.3,9.7,24.8,48.4,3525.1,937.5,2335.3,252.3,New Hampshire
1977.0,849000.0,113.1,3.2,10.7,23.2,76.0,3679.0,1041.7,2343.9,293.4,New Hampshire
1978.0,871000.0,118.8,1.4,9.4,26.3,81.7,3948.7,1159.7,2483.4,305.6,New Hampshire
1979.0,887000.0,139.9,2.4,17.1,28.6,91.8,4438.9,1199.0,2915.0,324.9,New Hampshire
1980.0,919114.0,179.8,2.5,17.3,42.0,118.0,4499.8,1312.9,2877.0,309.9,New Hampshire
1981.0,935000.0,147.1,2.9,16.5,35.8,91.9,4174.8,1186.1,2747.8,240.9,New Hampshire
1982.0,951000.0,124.8,2.2,16.2,33.9,72.6,3704.4,945.0,2535.8,223.7,New Hampshire
1983.0,959000.0,125.1,2.0,19.5,24.1,79.6,3231.2,821.9,2227.2,182.1,New Hampshire
1984.0,977000.0,133.9,1.0,20.7,23.2,88.9,3003.8,735.9,2079.2,188.6,New Hampshire
1985.0,998000.0,140.8,2.1,19.1,26.7,92.9,3111.1,762.3,2150.2,198.6,New Hampshire
1986.0,1027000.0,139.5,2.2,21.5,23.6,92.2,3190.6,755.0,2207.9,227.7,New Hampshire
1987.0,1057000.0,149.6,3.0,26.6,26.5,93.5,3222.1,694.8,2310.9,216.5,New Hampshire
1988.0,1097000.0,147.9,2.3,25.2,21.1,99.4,3186.1,682.7,2275.7,227.7,New Hampshire
1989.0,1107000.0,168.5,3.3,29.5,23.8,111.8,3427.7,736.9,2446.9,244.0,New Hampshire
1990.0,1109252.0,131.5,1.9,34.8,27.2,67.6,3513.7,735.5,2534.2,244.0,New Hampshire
1991.0,1105000.0,119.3,3.6,29.9,33.0,52.8,3328.5,735.4,2372.9,220.3,New Hampshire
1992.0,1111000.0,125.7,1.6,38.2,33.0,52.9,2954.8,621.9,2138.1,194.9,New Hampshire
1993.0,1125000.0,137.8,2.0,44.4,27.3,64.1,2767.2,515.1,2058.0,194.0,New Hampshire
1994.0,1137000.0,116.8,1.4,35.8,27.1,52.5,2624.2,463.9,1957.8,202.5,New Hampshire
1995.0,1148000.0,114.5,1.8,29.0,27.4,56.3,2540.9,418.6,1977.2,145.1,New Hampshire
1996.0,1162000.0,118.2,1.7,34.8,27.3,54.4,2705.3,435.7,2118.0,151.6,New Hampshire
1997.0,1173000.0,113.2,1.4,33.7,23.4,54.8,2526.4,393.2,1997.4,135.8,New Hampshire
1998.0,1185000.0,107.2,1.5,33.8,21.5,50.4,2312.7,325.1,1863.2,124.4,New Hampshire
1999.0,1201134.0,96.5,1.5,28.7,21.4,44.9,2185.2,307.9,1764.6,112.7,New Hampshire
2000.0,1235786.0,175.4,1.8,42.2,36.7,94.7,2257.8,404.0,1680.0,173.8,New Hampshire
2001.0,1259359.0,170.2,1.3,36.4,35.3,97.2,2151.0,388.2,1592.9,169.9,New Hampshire
2002.0,1274405.0,161.3,0.9,35.0,32.4,93.0,2059.8,379.6,1527.6,152.5,New Hampshire
2003.0,1288705.0,150.3,1.3,34.0,37.2,77.8,2052.9,356.1,1546.8,150.0,New Hampshire
2004.0,1299169.0,169.5,1.3,35.9,38.5,93.8,2051.9,383.2,1518.1,150.6,New Hampshire
2005.0,1306819.0,135.0,1.5,31.1,27.9,74.3,1839.0,320.8,1415.0,103.0,New Hampshire
2006.0,1314895.0,138.8,1.0,22.4,33.1,79.2,1981.9,334.2,1534.6,113.0,New Hampshire
2007.0,1315828.0,144.1,0.9,27.1,34.3,81.8,2005.9,385.6,1513.0,107.2,New Hampshire
2008.0,1315809.0,156.1,1.1,29.3,32.0,93.8,2157.4,324.2,1726.2,106.9,New Hampshire
2009.0,1324575.0,160.4,0.8,30.1,34.3,95.2,2173.5,371.1,1717.4,85.1,New Hampshire
2010.0,1316807.0,167.4,1.0,31.2,34.2,101.0,2219.8,413.4,1730.6,75.7,New Hampshire
2011.0,1317807.0,217.3,1.2,44.1,38.6,133.4,2485.6,473.8,1927.3,84.5,New Hampshire
2012.0,1320718.0,187.9,1.1,34.0,35.7,117.0,2324.0,412.2,1834.3,77.5,New Hampshire
1960.0,6066782.0,114.3,2.7,7.3,42.7,61.6,1376.5,423.6,756.6,196.3,New Jersey
1961.0,6244000.0,107.0,2.5,7.3,38.0,59.3,1431.4,469.7,755.0,206.6,New Jersey
1962.0,6245000.0,126.1,3.0,8.2,45.1,69.8,1617.7,510.3,873.0,234.4,New Jersey
1963.0,6470000.0,136.8,2.8,8.7,52.0,73.3,1762.3,556.3,945.9,260.1,New Jersey
1964.0,6682000.0,156.5,3.1,9.1,57.0,87.2,1902.7,600.8,1018.7,283.2,New Jersey
1965.0,6774000.0,153.9,3.2,8.9,55.4,86.3,1892.7,621.7,976.9,294.1,New Jersey
1966.0,6898000.0,161.9,3.5,9.3,63.7,85.4,2166.6,712.9,1121.7,332.0,New Jersey
1967.0,7003000.0,188.5,3.9,9.7,82.5,92.4,2549.1,861.4,1262.5,425.3,New Jersey
1968.0,7078000.0,236.1,5.1,11.3,123.6,96.1,3018.2,1011.9,1487.8,518.5,New Jersey
1969.0,7148000.0,241.0,5.2,12.8,135.1,87.9,2989.7,953.0,1515.6,521.0,New Jersey
1970.0,7168164.0,287.1,5.7,12.9,169.4,99.0,3288.2,1041.4,1689.4,557.4,New Jersey
1971.0,7300000.0,362.2,5.8,14.5,220.0,121.8,3603.1,1215.3,1807.7,580.1,New Jersey
1972.0,7367000.0,374.3,6.5,16.9,210.1,140.8,3465.7,1194.3,1685.3,586.2,New Jersey
1973.0,7361000.0,391.9,7.4,18.8,206.2,159.4,3690.6,1244.5,1873.4,572.7,New Jersey
1974.0,7330000.0,403.4,6.8,19.7,216.6,160.3,4368.3,1429.4,2392.2,546.7,New Jersey
1975.0,7316000.0,413.0,6.8,18.9,222.6,164.6,4731.3,1521.2,2672.5,537.7,New Jersey
1976.0,7336000.0,396.8,5.2,19.9,200.3,171.4,5003.7,1504.2,2988.9,510.7,New Jersey
1977.0,7329000.0,392.0,5.6,21.0,180.4,185.1,4721.8,1435.8,2774.5,511.5,New Jersey
1978.0,7327000.0,423.5,5.4,23.6,192.6,201.9,4783.7,1456.3,2766.8,560.6,New Jersey
1979.0,7332000.0,501.2,6.6,27.8,250.0,216.8,5319.4,1601.5,3021.7,696.2,New Jersey
1980.0,7342164.0,604.4,6.9,30.7,303.7,263.0,5797.0,1878.2,3189.3,729.5,New Jersey
1981.0,7401000.0,630.6,7.3,32.1,334.6,256.7,5549.2,1733.2,3132.6,683.3,New Jersey
1982.0,7438000.0,607.4,6.5,28.9,307.6,264.4,5068.8,1430.7,3011.3,626.8,New Jersey
1983.0,7468000.0,553.1,5.3,30.3,269.0,248.4,4610.3,1237.2,2768.9,604.3,New Jersey
1984.0,7515000.0,527.7,5.3,32.5,242.4,247.4,4327.8,1062.8,2690.4,574.6,New Jersey
1985.0,7562000.0,544.5,5.4,32.1,255.0,252.0,4549.9,1056.9,2828.7,664.3,New Jersey
1986.0,7620000.0,572.5,5.2,33.2,268.7,265.4,4668.8,1070.8,2822.5,775.5,New Jersey
1987.0,7672000.0,541.0,4.6,33.4,232.8,270.3,4720.5,1008.8,2866.3,845.4,New Jersey
1988.0,7720000.0,582.8,5.3,33.7,245.2,298.6,4712.5,980.2,2837.9,894.4,New Jersey
1989.0,7736000.0,609.0,5.1,31.7,273.3,299.0,4660.4,976.6,2764.7,919.2,New Jersey
1990.0,7730188.0,647.6,5.6,29.8,301.0,311.1,4799.7,1017.2,2843.0,939.5,New Jersey
1991.0,7760000.0,634.8,5.2,29.1,293.1,307.3,4796.5,1015.7,2854.9,925.9,New Jersey
1992.0,7789000.0,625.8,5.1,30.7,285.2,304.8,4438.5,969.4,2653.6,815.6,New Jersey
1993.0,7879000.0,626.9,5.3,28.1,296.0,297.5,4174.0,974.0,2486.1,714.0,New Jersey
1994.0,7904000.0,614.2,5.0,24.9,288.0,296.2,4046.8,911.9,2474.9,660.0,New Jersey
1995.0,7945000.0,599.8,5.1,24.3,283.0,287.4,4103.9,875.2,2597.1,631.6,New Jersey
1996.0,7988000.0,531.5,4.2,24.7,235.8,266.7,3801.4,791.9,2428.2,581.3,New Jersey
1997.0,8053000.0,492.6,4.2,21.5,210.6,256.4,3564.4,756.2,2297.0,511.2,New Jersey
1998.0,8115000.0,440.2,4.0,20.0,186.2,230.0,3213.9,671.1,2109.3,433.6,New Jersey
1999.0,8143412.0,411.9,3.5,17.3,174.9,216.1,2988.1,577.1,1976.8,434.2,New Jersey
2000.0,8414350.0,383.8,3.4,16.1,161.1,203.2,2776.6,522.0,1848.8,405.9,New Jersey
2001.0,8511116.0,388.8,3.9,15.0,165.8,204.1,2826.3,550.0,1833.3,443.0,New Jersey
2002.0,8575252.0,376.1,4.0,15.9,162.7,193.5,2655.5,511.9,1726.6,417.0,New Jersey
2003.0,8642412.0,364.3,4.7,14.9,154.4,190.4,2549.6,502.8,1646.4,400.4,New Jersey
2004.0,8685166.0,356.3,4.5,15.3,150.6,185.9,2433.0,472.4,1611.7,348.9,New Jersey
2005.0,8703150.0,355.0,4.8,13.9,151.8,184.7,2337.0,447.9,1571.0,318.0,New Jersey
2006.0,8724560.0,350.2,4.9,13.8,153.1,178.4,2278.9,451.4,1543.8,283.7,New Jersey
2007.0,8685920.0,328.6,4.4,11.9,144.7,167.7,2214.4,428.7,1532.9,252.8,New Jersey
2008.0,8682661.0,326.5,4.3,12.9,146.3,163.0,2293.4,465.3,1595.7,232.4,New Jersey
2009.0,8707739.0,311.4,3.7,12.0,133.7,162.1,2075.8,424.3,1473.4,178.0,New Jersey
2010.0,8799593.0,307.5,4.2,11.1,134.3,157.8,2080.1,440.2,1463.2,176.8,New Jersey
2011.0,8834773.0,307.9,4.3,11.4,138.2,154.0,2147.4,489.4,1460.9,197.1,New Jersey
2012.0,8864590.0,290.2,4.4,11.7,128.4,145.7,2047.3,477.6,1383.7,185.9,New Jersey
1960.0,951023.0,143.0,7.4,12.3,39.5,83.8,2243.6,455.4,1524.8,263.4,New Mexico
1961.0,983000.0,130.0,6.8,12.9,38.8,71.5,2062.4,443.2,1398.2,221.0,New Mexico
1962.0,1020000.0,131.2,6.3,12.5,41.1,71.4,2122.9,515.3,1383.2,224.4,New Mexico
1963.0,1018000.0,135.2,5.6,12.2,37.8,79.6,2287.1,597.2,1457.9,232.0,New Mexico
1964.0,1008000.0,160.0,5.6,12.3,47.2,94.9,2510.2,672.8,1598.0,239.4,New Mexico
1965.0,1029000.0,198.9,6.3,13.8,43.6,135.2,2660.7,735.0,1699.8,225.9,New Mexico
1966.0,1022000.0,217.3,6.3,13.5,44.8,152.7,3046.3,917.8,1856.3,272.2,New Mexico
1967.0,1003000.0,231.8,6.6,15.5,45.5,164.3,3038.6,851.3,1932.0,255.2,New Mexico
1968.0,1015000.0,250.5,6.4,21.1,50.5,172.5,3546.5,970.2,2245.5,330.7,New Mexico
1969.0,994000.0,289.8,6.3,25.1,65.1,193.4,4222.6,1230.8,2577.7,414.2,New Mexico
1970.0,1016000.0,304.4,9.6,22.3,67.6,204.8,4131.6,1196.5,2532.4,402.8,New Mexico
